Simulation,Category,Object,Parameter,Data File
REAL_TIME,Generator,120,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,120,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,125,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,125,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,125,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,125,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,128,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,128,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,128,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,128,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,131,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,131,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,131,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,131,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,132,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,132,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,132,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,132,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,133,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,133,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,133,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,133,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,134,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,134,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,134,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,134,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,135,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,135,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,135,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,135,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,136,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,136,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,136,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,136,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,139,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,139,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,139,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,139,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,140,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,140,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,140,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,140,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,141,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,141,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,141,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,141,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,143,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,143,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,143,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,143,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,145,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,145,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,145,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,145,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,146,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,146,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,146,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,146,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,157,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,157,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,157,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,157,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,159,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,159,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,159,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,159,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,162,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,162,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,162,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,162,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,163,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,163,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,163,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,163,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,169,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,169,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,169,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,169,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,192,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,192,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,192,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,192,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,194,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,194,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,194,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,194,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,199,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,199,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,199,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,199,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,204,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,204,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,204,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,204,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,205,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,205,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,205,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,205,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,206,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,206,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,206,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,206,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,236,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,236,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,236,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,236,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,237,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,237,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,237,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,237,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,245,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,245,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,245,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,245,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,247,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,247,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,247,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,247,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,248,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,248,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,248,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,248,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,249,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,249,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,249,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,249,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,251,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,251,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,251,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,251,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,252,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,252,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,252,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,252,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,266,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,266,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,266,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,266,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,267,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,267,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,267,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,267,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,270,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,270,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,270,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,270,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,272,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,272,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,272,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,272,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,274,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,274,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,274,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,274,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,275,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,275,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,275,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,275,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,279,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,279,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,279,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,279,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,281,PMin MW,DAY_AHEAD_wind.csv
DAY_AHEAD,Generator,281,PMax MW,DAY_AHEAD_wind.csv
REAL_TIME,Generator,281,PMin MW,REAL_TIME_wind.csv
REAL_TIME,Generator,281,PMax MW,REAL_TIME_wind.csv
DAY_AHEAD,Generator,9,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,9,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,9,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,9,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,17,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,17,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,17,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,17,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,21,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,21,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,21,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,21,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,22,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,22,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,22,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,22,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,29,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,29,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,29,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,29,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,30,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,30,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,30,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,30,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,32,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,32,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,32,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,32,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,33,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,33,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,33,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,33,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,34,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,34,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,34,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,34,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,35,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,35,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,35,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,35,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,36,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,36,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,36,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,36,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,37,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,37,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,37,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,37,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,38,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,38,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,38,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,38,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,39,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,39,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,39,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,39,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,40,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,40,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,40,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,40,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,42,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,42,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,42,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,42,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,43,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,43,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,43,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,43,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,46,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,46,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,46,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,46,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,56,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,56,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,56,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,56,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,57,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,57,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,57,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,57,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,58,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,58,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,58,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,58,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,59,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,59,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,59,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,59,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,67,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,67,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,67,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,67,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,69,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,69,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,69,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,69,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,86,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,86,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,86,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,86,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,87,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,87,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,87,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,87,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,101,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,101,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,101,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,101,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,106,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,106,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,106,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,106,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,111,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,111,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,111,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,111,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,116,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,116,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,116,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,116,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,123,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,123,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,123,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,123,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,126,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,126,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,126,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,126,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,127,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,127,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,127,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,127,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,142,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,142,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,142,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,142,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,152,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,152,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,152,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,152,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,153,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,153,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,153,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,153,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,154,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,154,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,154,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,154,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,158,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,158,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,158,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,158,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,160,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,160,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,160,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,160,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,161,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,161,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,161,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,161,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,164,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,164,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,164,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,164,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,167,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,167,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,167,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,167,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,168,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,168,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,168,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,168,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,170,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,170,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,170,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,170,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,172,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,172,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,172,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,172,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,173,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,173,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,173,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,173,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,188,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,188,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,188,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,188,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,190,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,190,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,190,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,190,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,191,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,191,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,191,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,191,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,196,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,196,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,196,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,196,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,198,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,198,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,198,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,198,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,200,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,200,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,200,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,200,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,210,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,210,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,210,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,210,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,214,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,214,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,214,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,214,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,217,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,217,PMax MW,DAY_AHEAD_solar.csv
REAL_TIME,Generator,217,PMin MW,REAL_TIME_solar.csv
REAL_TIME,Generator,217,PMax MW,REAL_TIME_solar.csv
DAY_AHEAD,Generator,218,PMin MW,DAY_AHEAD_solar.csv
DAY_AHEAD,Generator,218,PMax MW,DAY_AHEAD_solar.csv
