GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,capex1,capex2,capex3,fuel_cost1,fuel_cost2,fuel_cost3,fixed_ops1,fixed_ops2,fixed_ops3,var_ops1,var_ops2,var_ops3
ct_fe_115_2-c,115,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_115_3-c,115,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_118_1-c,118,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_118_2-c,118,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_118_3-c,118,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_120_1-c,120,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_120_2-c,120,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_120_3-c,120,CT,G,,,1,992,297.6,,,8,6,,,,,,,,,,0.6,1,,,,,,,,,958.3056410874265,928.7012334108126,908.9649616264034,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
pv_1-c,1,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_3-c,3,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_6-c,6,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_7-c,7,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_8-c,8,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_12-c,12,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_13-c,13,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_14-c,14,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_15-c,15,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_17-c,17,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_18-c,18,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_19-c,19,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_22-c,22,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_23-c,23,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_25-c,25,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_26-c,26,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_27-c,27,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_28-c,28,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_29-c,29,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_30-c,30,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_31-c,31,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_32-c,32,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_33-c,33,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_34-c,34,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_35-c,35,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_36-c,36,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_38-c,38,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_40-c,40,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_42-c,42,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_43-c,43,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_44-c,44,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_46-c,46,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_48-c,48,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_49-c,49,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_50-c,50,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_52-c,52,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_53-c,53,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_54-c,54,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_55-c,55,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_57-c,57,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_58-c,58,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_59-c,59,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_61-c,61,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_62-c,62,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_63-c,63,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_65-c,65,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_66-c,66,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_68-c,68,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_70-c,70,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_71-c,71,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_74-c,74,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_76-c,76,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_77-c,77,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_78-c,78,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_79-c,79,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_80-c,80,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_81-c,81,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_82-c,82,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_83-c,83,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_85-c,85,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_86-c,86,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_87-c,87,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_88-c,88,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_89-c,89,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_90-c,90,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_91-c,91,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_92-c,92,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_93-c,93,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_94-c,94,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_98-c,98,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_99-c,99,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_100-c,100,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_101-c,101,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_102-c,102,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_106-c,106,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_107-c,107,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_108-c,108,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_110-c,110,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_111-c,111,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_112-c,112,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_113-c,113,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_115-c,115,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_117-c,117,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_118-c,118,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_119-c,119,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
pv_120-c,120,PV,S,,,1,100,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,981.7075546046393,754.39660710637,720.7850088286079,0.0,0.0,0.0,18.165351904966844,15.221571729346822,14.720609193072546,0.0,0.0,0.0
wind_1-c,1,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_3-c,3,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_6-c,6,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_7-c,7,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_8-c,8,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_12-c,12,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_13-c,13,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_14-c,14,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_15-c,15,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_17-c,17,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_18-c,18,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_19-c,19,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_22-c,22,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_23-c,23,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_25-c,25,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_26-c,26,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_27-c,27,WIND,W,,,1,200,0.0,,,0,0,,,,,,,,,,0.6,1,,,,,,,,,1206.0,955.9192730414393,908.1233093893674,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
